id,question_id,chapter,question,answer_id,generated_answer,synthetic_answer,difficulty,answer_quality,ai_score,human_score,scheme,evaltion_criteria,synthetic_answer_clean,generated_answer_clean,question_clean
31,Q3,E-commerce,Compare and critically evaluate the advertising revenue model and the subscription revenue model in the context of e-commerce.,A3-6,"The advertising model relies on large visitor volumes to attract advertisers, making revenue dependent on traffic. It is widely used (Google, Facebook) but faces challenges with ad-blocking technology. The subscription model offers predictable recurring revenue and is suited for high-value, differentiated content. Netflix exemplifies this well. The comparison lacks evaluation of hybrid approaches or long-term sustainability.","The advertising model relies on lage volumes of vistors to attrect advertisers and makes revenue dependent on traffic. I ' ts is widely used (Google, Facebook) bue faces difficulties ralated to blocking ad technology. The subscription modell predictable offers recurring revenue and is sutiable for high - value, differentiated content. Netflix is ​ ​ a good example. The comparison lacks assessment of hybrid approaches or long - term. sustainability",Hard,Moderate understanding with some clarity,3,,"• Advertising Revenue Model: Revenue generated by charging fees for displaying advertisements to high-volume audiences (e.g., Google, Facebook); free for users, enabling rapid growth.
• Subscription Revenue Model: Users pay a recurring fee for continuous access to a service or content (e.g., Netflix, Spotify); provides predictable, stable recurring revenue.
• Comparison — Stability vs Scale: Subscription provides predictable revenue; advertising revenue fluctuates with traffic volume and advertiser spending cycles.
• Hybrid Convergence: Many platforms blend both models (e.g., Netflix ad-supported tiers, Spotify freemium); long-term trend is towards personalised, blended revenue models.
• Critical Evaluation: Advertising risks user experience tensions and ad-blocking; subscription models face churn risk and require constant high-value content delivery to retain paying customers.",,the advertising model relies on lage volumes of vistors to attrect advertisers and makes revenue dependent on traffic. i ' ts is widely used google facebook bue faces difficulties ralated to blocking ad technology. the subscription modell predictable offers recurring revenue and is sutiable for high - value differentiated content. netflix is a good example. the comparison lacks assessment of hybrid approaches or long - term. sustainability,the advertising model relies on large visitor volumes to attract advertisers making revenue dependent on traffic. it is widely used google facebook but faces challenges with ad-blocking technology. the subscription model offers predictable recurring revenue and is suited for high-value differentiated content. netflix exemplifies this well. the comparison lacks evaluation of hybrid approaches or long-term sustainability.,compare and critically evaluate the advertising revenue model and the subscription revenue model in the context of e-commerce.
32,Q3,E-commerce,Compare and critically evaluate the advertising revenue model and the subscription revenue model in the context of e-commerce.,A3-7,"The advertising model relies on large visitor volumes to attract advertisers, making revenue dependent on traffic. It is widely used (Google, Facebook) but faces challenges with ad-blocking technology. The subscription model offers predictable recurring revenue and is suited for high-value, differentiated content. Netflix exemplifies this well. The comparison lacks evaluation of hybrid approaches or long-term sustainability.","The advertising model relies on large visitor volumes to advertisers attract, making revenue dependent on traffic. It is widely used (Google, Facebook) bur faces changes whis ad - blocking telecolage. There subscription model offers predictable recurring revenue and is suited for high - value, differentiated content. Netflix exemplifies this well. Tho comparison lucks evaluation hybrid of approaches or lounge - term. sustainability",Hard,Moderate understanding with some clarity,3.5,,"• Advertising Revenue Model: Revenue generated by charging fees for displaying advertisements to high-volume audiences (e.g., Google, Facebook); free for users, enabling rapid growth.
• Subscription Revenue Model: Users pay a recurring fee for continuous access to a service or content (e.g., Netflix, Spotify); provides predictable, stable recurring revenue.
• Comparison — Stability vs Scale: Subscription provides predictable revenue; advertising revenue fluctuates with traffic volume and advertiser spending cycles.
• Hybrid Convergence: Many platforms blend both models (e.g., Netflix ad-supported tiers, Spotify freemium); long-term trend is towards personalised, blended revenue models.
• Critical Evaluation: Advertising risks user experience tensions and ad-blocking; subscription models face churn risk and require constant high-value content delivery to retain paying customers.",,the advertising model relies on large visitor volumes to advertisers attract making revenue dependent on traffic. it is widely used google facebook bur faces changes whis ad - blocking telecolage. there subscription model offers predictable recurring revenue and is suited for high - value differentiated content. netflix exemplifies this well. tho comparison lucks evaluation hybrid of approaches or lounge - term. sustainability,the advertising model relies on large visitor volumes to attract advertisers making revenue dependent on traffic. it is widely used google facebook but faces challenges with ad-blocking technology. the subscription model offers predictable recurring revenue and is suited for high-value differentiated content. netflix exemplifies this well. the comparison lacks evaluation of hybrid approaches or long-term sustainability.,compare and critically evaluate the advertising revenue model and the subscription revenue model in the context of e-commerce.
33,Q3,E-commerce,Compare and critically evaluate the advertising revenue model and the subscription revenue model in the context of e-commerce.,A3-8,"The advertising revenue model generates income by attracting high traffic and selling ad placements. It is scalable but dependent on continued audience growth and vulnerable to ad-blockers. The subscription model provides stable, recurring revenue but requires content perceived as uniquely valuable and not easily replicated elsewhere. Both models have merit: advertising suits free access platforms while subscription suits premium content providers. A critical point not addressed is the blending of both models in platforms like YouTube.","THe ad revenue model generates revenue by attracting high traffic and ad selling placements. It is scalable bt dependent on continued audience growth and vulnerable to ad blockers. The subscription model provides stabil, recurring revenue, but requires content that is perceived as particularly valuable anf difficult to reproduce elsewhere. Both models have: merit advertising suits free acess platforms while subscription sutis premium content providers. A critical point addressed not e the mixing of the two modeles own platforms like YouTube.",Hard,Good explanation with minor gaps,4,,"• Advertising Revenue Model: Revenue generated by charging fees for displaying advertisements to high-volume audiences (e.g., Google, Facebook); free for users, enabling rapid growth.
• Subscription Revenue Model: Users pay a recurring fee for continuous access to a service or content (e.g., Netflix, Spotify); provides predictable, stable recurring revenue.
• Comparison — Stability vs Scale: Subscription provides predictable revenue; advertising revenue fluctuates with traffic volume and advertiser spending cycles.
• Hybrid Convergence: Many platforms blend both models (e.g., Netflix ad-supported tiers, Spotify freemium); long-term trend is towards personalised, blended revenue models.
• Critical Evaluation: Advertising risks user experience tensions and ad-blocking; subscription models face churn risk and require constant high-value content delivery to retain paying customers.",,the ad revenue model generates revenue by attracting high traffic and ad selling placements. it is scalable bt dependent on continued audience growth and vulnerable to ad blockers. the subscription model provides stabil recurring revenue but requires content that is perceived as particularly valuable anf difficult to reproduce elsewhere. both models have merit advertising suits free acess platforms while subscription sutis premium content providers. a critical point addressed not e the mixing of the two modeles own platforms like youtube.,the advertising revenue model generates income by attracting high traffic and selling ad placements. it is scalable but dependent on continued audience growth and vulnerable to ad-blockers. the subscription model provides stable recurring revenue but requires content perceived as uniquely valuable and not easily replicated elsewhere. both models have merit advertising suits free access platforms while subscription suits premium content providers. a critical point not addressed is the blending of both models in platforms like youtube.,compare and critically evaluate the advertising revenue model and the subscription revenue model in the context of e-commerce.
34,Q3,E-commerce,Compare and critically evaluate the advertising revenue model and the subscription revenue model in the context of e-commerce.,A3-9,"The advertising revenue model generates income by attracting high traffic and selling ad placements. It is scalable but dependent on continued audience growth and vulnerable to ad-blockers. The subscription model provides stable, recurring revenue but requires content perceived as uniquely valuable and not easily replicated elsewhere. Both models have merit: advertising suits free access platforms while subscription suits premium content providers. A critical point not addressed is the blending of both models in platforms like YouTube.","The advertising revenue modle generates income by attracting high traffic and selling placements ad. It is scalable dependent bout om continued audience growth and vulnerable trto ad - blockers. The subscription model provides stable, recurring revenue but requires contet perceived as uniquely valuable and not easily replicated elsewhere. Both models have merit: advertising suits free access platforms while subscription suits premium content providers. A [[ criticial point addressed not is the blending fo both models and platforms like youtube.",Hard,Good explanation with minor gaps,4.5,,"• Advertising Revenue Model: Revenue generated by charging fees for displaying advertisements to high-volume audiences (e.g., Google, Facebook); free for users, enabling rapid growth.
• Subscription Revenue Model: Users pay a recurring fee for continuous access to a service or content (e.g., Netflix, Spotify); provides predictable, stable recurring revenue.
• Comparison — Stability vs Scale: Subscription provides predictable revenue; advertising revenue fluctuates with traffic volume and advertiser spending cycles.
• Hybrid Convergence: Many platforms blend both models (e.g., Netflix ad-supported tiers, Spotify freemium); long-term trend is towards personalised, blended revenue models.
• Critical Evaluation: Advertising risks user experience tensions and ad-blocking; subscription models face churn risk and require constant high-value content delivery to retain paying customers.",,the advertising revenue modle generates income by attracting high traffic and selling placements ad. it is scalable dependent bout om continued audience growth and vulnerable trto ad - blockers. the subscription model provides stable recurring revenue but requires contet perceived as uniquely valuable and not easily replicated elsewhere. both models have merit advertising suits free access platforms while subscription suits premium content providers. a criticial point addressed not is the blending fo both models and platforms like youtube.,the advertising revenue model generates income by attracting high traffic and selling ad placements. it is scalable but dependent on continued audience growth and vulnerable to ad-blockers. the subscription model provides stable recurring revenue but requires content perceived as uniquely valuable and not easily replicated elsewhere. both models have merit advertising suits free access platforms while subscription suits premium content providers. a critical point not addressed is the blending of both models in platforms like youtube.,compare and critically evaluate the advertising revenue model and the subscription revenue model in the context of e-commerce.
35,Q3,E-commerce,Compare and critically evaluate the advertising revenue model and the subscription revenue model in the context of e-commerce.,A3-10,"The advertising and subscription revenue models represent fundamentally different philosophies of value creation. The advertising model (Google earns ~95% of revenue from ads) maximises audience scale, converting visitor attention into advertiser value. It is free for users, enabling rapid growth, but creates user experience tensions (intrusive ads) and is vulnerable to ad-blocking tools and fluctuating advertiser spending. The subscription model (Netflix) trades mass reach for deep monetisation of a loyal, paying audience. It requires content to be high-value, differentiated, and not freely available elsewhere. Critically, many platforms are converging toward hybrid models — Netflix now offers ad-supported tiers, while Spotify blends freemium with subscription. Each model's sustainability depends on context: advertising suits high-traffic, broad-appeal platforms while subscription excels in niche, premium-content environments. The long-term trend is personalised pricing and model blending to maximise revenue across diverse consumer segments.","Advertising and subscription revenue models represent fundamentally different value creation philosophies. The model adversiting (Google earns 95% revenue od from ads) maximizes audience scale, converting visiter attention into value for the advertiser, is free to users, allows for rapid growth but creates tension in the user experience (intrusive ads ), and is vulnerable to advert blocking tools and fluctuating advertiser spending. The subscription model (Netflix) requires content to bè high, vlue anad differentiated not available for ree elsewhere. The long - term tend is ' ll personalized pricing and model combination to maximize revenue across various consumer segments.",Hard,"Excellent, well-structured and critical evaluation",4.8,,"• Advertising Revenue Model: Revenue generated by charging fees for displaying advertisements to high-volume audiences (e.g., Google, Facebook); free for users, enabling rapid growth.
• Subscription Revenue Model: Users pay a recurring fee for continuous access to a service or content (e.g., Netflix, Spotify); provides predictable, stable recurring revenue.
• Comparison — Stability vs Scale: Subscription provides predictable revenue; advertising revenue fluctuates with traffic volume and advertiser spending cycles.
• Hybrid Convergence: Many platforms blend both models (e.g., Netflix ad-supported tiers, Spotify freemium); long-term trend is towards personalised, blended revenue models.
• Critical Evaluation: Advertising risks user experience tensions and ad-blocking; subscription models face churn risk and require constant high-value content delivery to retain paying customers.",,advertising and subscription revenue models represent fundamentally different value creation philosophies. the model adversiting google earns 95% revenue od from ads maximizes audience scale converting visiter attention into value for the advertiser is free to users allows for rapid growth but creates tension in the user experience intrusive ads and is vulnerable to advert blocking tools and fluctuating advertiser spending. the subscription model netflix requires content to b high vlue anad differentiated not available for ree elsewhere. the long - term tend is ' ll personalized pricing and model combination to maximize revenue across various consumer segments.,the advertising and subscription revenue models represent fundamentally different philosophies of value creation. the advertising model google earns 95% of revenue from ads maximises audience scale converting visitor attention into advertiser value. it is free for users enabling rapid growth but creates user experience tensions intrusive ads and is vulnerable to ad-blocking tools and fluctuating advertiser spending. the subscription model netflix trades mass reach for deep monetisation of a loyal paying audience. it requires content to be high-value differentiated and not freely available elsewhere. critically many platforms are converging toward hybrid models netflix now offers ad-supported tiers while spotify blends freemium with subscription. each model's sustainability depends on context advertising suits high-traffic broad-appeal platforms while subscription excels in niche premium-content environments. the long-term trend is personalised pricing and model blending to maximise revenue across diverse consumer segments.,compare and critically evaluate the advertising revenue model and the subscription revenue model in the context of e-commerce.
36,Q3,E-commerce,Compare and critically evaluate the advertising revenue model and the subscription revenue model in the context of e-commerce.,A3-11,"The advertising and subscription revenue models represent fundamentally different philosophies of value creation. The advertising model (Google earns ~95% of revenue from ads) maximises audience scale, converting visitor attention into advertiser value. It is free for users, enabling rapid growth, but creates user experience tensions (intrusive ads) and is vulnerable to ad-blocking tools and fluctuating advertiser spending. The subscription model (Netflix) trades mass reach for deep monetisation of a loyal, paying audience. It requires content to be high-value, differentiated, and not freely available elsewhere. Critically, many platforms are converging toward hybrid models — Netflix now offers ad-supported tiers, while Spotify blends freemium with subscription. Each model's sustainability depends on context: advertising suits high-traffic, broad-appeal platforms while subscription excels in niche, premium-content environments. The long-term trend is personalised pricing and model blending to maximise revenue across diverse consumer segments.","Advertising the and subscription revenue modeles represent fundamentally different philosophies of value creation. The advertising modle (Google earns 95% of revenue from ads) maximises audience scale, converting attention visitor intro advertiser value, is free for users, enabling rapid growth butt creates experience user tensions (intrusive ads) and isd vulnerable to add - blocking tools aund fluctuating advertiser spending. subscription The model (Netflix) requires content to be high - value, differentiated and not freely available elsewhere The long - lertm trend is personalised pricing and model blending to maximise revenue accros diverse consume segments.",Hard,"Excellent, well-structured and critical evaluation",5,,"• Advertising Revenue Model: Revenue generated by charging fees for displaying advertisements to high-volume audiences (e.g., Google, Facebook); free for users, enabling rapid growth.
• Subscription Revenue Model: Users pay a recurring fee for continuous access to a service or content (e.g., Netflix, Spotify); provides predictable, stable recurring revenue.
• Comparison — Stability vs Scale: Subscription provides predictable revenue; advertising revenue fluctuates with traffic volume and advertiser spending cycles.
• Hybrid Convergence: Many platforms blend both models (e.g., Netflix ad-supported tiers, Spotify freemium); long-term trend is towards personalised, blended revenue models.
• Critical Evaluation: Advertising risks user experience tensions and ad-blocking; subscription models face churn risk and require constant high-value content delivery to retain paying customers.",,advertising the and subscription revenue modeles represent fundamentally different philosophies of value creation. the advertising modle google earns 95% of revenue from ads maximises audience scale converting attention visitor intro advertiser value is free for users enabling rapid growth butt creates experience user tensions intrusive ads and isd vulnerable to add - blocking tools aund fluctuating advertiser spending. subscription the model netflix requires content to be high - value differentiated and not freely available elsewhere the long - lertm trend is personalised pricing and model blending to maximise revenue accros diverse consume segments.,the advertising and subscription revenue models represent fundamentally different philosophies of value creation. the advertising model google earns 95% of revenue from ads maximises audience scale converting visitor attention into advertiser value. it is free for users enabling rapid growth but creates user experience tensions intrusive ads and is vulnerable to ad-blocking tools and fluctuating advertiser spending. the subscription model netflix trades mass reach for deep monetisation of a loyal paying audience. it requires content to be high-value differentiated and not freely available elsewhere. critically many platforms are converging toward hybrid models netflix now offers ad-supported tiers while spotify blends freemium with subscription. each model's sustainability depends on context advertising suits high-traffic broad-appeal platforms while subscription excels in niche premium-content environments. the long-term trend is personalised pricing and model blending to maximise revenue across diverse consumer segments.,compare and critically evaluate the advertising revenue model and the subscription revenue model in the context of e-commerce.
37,Q4,E-commerce,"Evaluate the differences between B2C, B2B, and C2C e-commerce models, providing real-world examples and assessing the strengths of each.",A4-0,B2C is business to customer. B2B is business to business. C2C is customers selling to each other.,"B2C are is business to customer activety, B2B is are business to business activity, C2C is a commercial activity between customers.",Medium,No understanding or irrelevant,0,,"• B2C (Business-to-Consumer): Firms sell directly to individual consumers (e.g., Amazon, KeellsSuper.com); strength lies in large market reach, personalisation, and brand loyalty.
• B2B (Business-to-Business): Transactions between firms (e.g., Grainger.com, b2b.hp.com); strength is high transaction values, long-term relationships, and ERP integration.
• C2C (Consumer-to-Consumer): Peer-to-peer transactions facilitated by platforms (e.g., eBay, Airbnb, ikman.lk); strength is network effects — more buyers attract more sellers.
• Comparative Strengths: B2B generates highest value per transaction; B2C offers scale and personalisation; C2C democratises commerce and monetises idle assets.
• Critical Evaluation: Boundaries are blurring — Amazon simultaneously acts as B2C retailer, B2B marketplace enabler, and C2C platform for third-party sellers, reflecting multi-model convergence.",,b2c are is business to customer activety b2b is are business to business activity c2c is a commercial activity between customers.,b2c is business to customer. b2b is business to business. c2c is customers selling to each other.,evaluate the differences between b2c b2b and c2c e-commerce models providing real-world examples and assessing the strengths of each.
38,Q4,E-commerce,"Evaluate the differences between B2C, B2B, and C2C e-commerce models, providing real-world examples and assessing the strengths of each.",A4-1,B2C is business to customer. B2B is business to business. C2C is customers selling to each other.,"B2C is business to custemer, B2B is business to business, C2C is customers selling each to orhers.",Medium,No understanding or irrelevant,0.5,,"• B2C (Business-to-Consumer): Firms sell directly to individual consumers (e.g., Amazon, KeellsSuper.com); strength lies in large market reach, personalisation, and brand loyalty.
• B2B (Business-to-Business): Transactions between firms (e.g., Grainger.com, b2b.hp.com); strength is high transaction values, long-term relationships, and ERP integration.
• C2C (Consumer-to-Consumer): Peer-to-peer transactions facilitated by platforms (e.g., eBay, Airbnb, ikman.lk); strength is network effects — more buyers attract more sellers.
• Comparative Strengths: B2B generates highest value per transaction; B2C offers scale and personalisation; C2C democratises commerce and monetises idle assets.
• Critical Evaluation: Boundaries are blurring — Amazon simultaneously acts as B2C retailer, B2B marketplace enabler, and C2C platform for third-party sellers, reflecting multi-model convergence.",,b2c is business to custemer b2b is business to business c2c is customers selling each to orhers.,b2c is business to customer. b2b is business to business. c2c is customers selling to each other.,evaluate the differences between b2c b2b and c2c e-commerce models providing real-world examples and assessing the strengths of each.
39,Q4,E-commerce,"Evaluate the differences between B2C, B2B, and C2C e-commerce models, providing real-world examples and assessing the strengths of each.",A4-2,B2C involves businesses selling to individual consumers like online shops. B2B involves businesses trading with each other. C2C involves consumers selling to each other like on eBay.,"B2C envolve selling businesses to individual consumers like online stores, B2B involves businesses trading with eatch other, C2C involves consumers selling with ich other like on eBay.",Medium,Very limited understanding,1,,"• B2C (Business-to-Consumer): Firms sell directly to individual consumers (e.g., Amazon, KeellsSuper.com); strength lies in large market reach, personalisation, and brand loyalty.
• B2B (Business-to-Business): Transactions between firms (e.g., Grainger.com, b2b.hp.com); strength is high transaction values, long-term relationships, and ERP integration.
• C2C (Consumer-to-Consumer): Peer-to-peer transactions facilitated by platforms (e.g., eBay, Airbnb, ikman.lk); strength is network effects — more buyers attract more sellers.
• Comparative Strengths: B2B generates highest value per transaction; B2C offers scale and personalisation; C2C democratises commerce and monetises idle assets.
• Critical Evaluation: Boundaries are blurring — Amazon simultaneously acts as B2C retailer, B2B marketplace enabler, and C2C platform for third-party sellers, reflecting multi-model convergence.",,b2c envolve selling businesses to individual consumers like online stores b2b involves businesses trading with eatch other c2c involves consumers selling with ich other like on ebay.,b2c involves businesses selling to individual consumers like online shops. b2b involves businesses trading with each other. c2c involves consumers selling to each other like on ebay.,evaluate the differences between b2c b2b and c2c e-commerce models providing real-world examples and assessing the strengths of each.
40,Q4,E-commerce,"Evaluate the differences between B2C, B2B, and C2C e-commerce models, providing real-world examples and assessing the strengths of each.",A4-3,B2C involves businesses selling to individual consumers like online shops. B2B involves businesses trading with each other. C2C involves consumers selling to each other like on eBay.,"B2C envolve businessses selling to individual consumers online like shops, B2B involves businesses trading with each other, C2C involves consumers selling to cach other like on eBay.",Medium,Very limited understanding,1.5,,"• B2C (Business-to-Consumer): Firms sell directly to individual consumers (e.g., Amazon, KeellsSuper.com); strength lies in large market reach, personalisation, and brand loyalty.
• B2B (Business-to-Business): Transactions between firms (e.g., Grainger.com, b2b.hp.com); strength is high transaction values, long-term relationships, and ERP integration.
• C2C (Consumer-to-Consumer): Peer-to-peer transactions facilitated by platforms (e.g., eBay, Airbnb, ikman.lk); strength is network effects — more buyers attract more sellers.
• Comparative Strengths: B2B generates highest value per transaction; B2C offers scale and personalisation; C2C democratises commerce and monetises idle assets.
• Critical Evaluation: Boundaries are blurring — Amazon simultaneously acts as B2C retailer, B2B marketplace enabler, and C2C platform for third-party sellers, reflecting multi-model convergence.",,b2c envolve businessses selling to individual consumers online like shops b2b involves businesses trading with each other c2c involves consumers selling to cach other like on ebay.,b2c involves businesses selling to individual consumers like online shops. b2b involves businesses trading with each other. c2c involves consumers selling to each other like on ebay.,evaluate the differences between b2c b2b and c2c e-commerce models providing real-world examples and assessing the strengths of each.
41,Q4,E-commerce,"Evaluate the differences between B2C, B2B, and C2C e-commerce models, providing real-world examples and assessing the strengths of each.",A4-4,"B2C e-commerce (e.g., KeellsSuper.com) involves retailing to individual shoppers and focuses on convenience. B2B (e.g., HP B2B portals) covers business transactions with larger order values. C2C (e.g., ikman.lk) enables peer-to-peer transactions. The answer lacks evaluation of strengths, limitations, or market dynamics of each model.","B2C - e commerce (the. g. , KeellsSuper. com) involves retailing to individual buyers and focuses on convinience. B2B (e. g. HP portals B2B) covers businass transactions large wist order values. C2C (e. a. ikman. lk) allows peer - to - peer transactions. They response lacks an assessment of the strengths, limitations, ora market dynamics of each model.",Medium,Basic understanding with major gaps,2,,"• B2C (Business-to-Consumer): Firms sell directly to individual consumers (e.g., Amazon, KeellsSuper.com); strength lies in large market reach, personalisation, and brand loyalty.
• B2B (Business-to-Business): Transactions between firms (e.g., Grainger.com, b2b.hp.com); strength is high transaction values, long-term relationships, and ERP integration.
• C2C (Consumer-to-Consumer): Peer-to-peer transactions facilitated by platforms (e.g., eBay, Airbnb, ikman.lk); strength is network effects — more buyers attract more sellers.
• Comparative Strengths: B2B generates highest value per transaction; B2C offers scale and personalisation; C2C democratises commerce and monetises idle assets.
• Critical Evaluation: Boundaries are blurring — Amazon simultaneously acts as B2C retailer, B2B marketplace enabler, and C2C platform for third-party sellers, reflecting multi-model convergence.",,b2c - e commerce the. g. keellssuper. com involves retailing to individual buyers and focuses on convinience. b2b e. g. hp portals b2b covers businass transactions large wist order values. c2c e. a. ikman. lk allows peer - to - peer transactions. they response lacks an assessment of the strengths limitations ora market dynamics of each model.,b2c e-commerce e.g. keellssuper.com involves retailing to individual shoppers and focuses on convenience. b2b e.g. hp b2b portals covers business transactions with larger order values. c2c e.g. ikman.lk enables peer-to-peer transactions. the answer lacks evaluation of strengths limitations or market dynamics of each model.,evaluate the differences between b2c b2b and c2c e-commerce models providing real-world examples and assessing the strengths of each.
42,Q4,E-commerce,"Evaluate the differences between B2C, B2B, and C2C e-commerce models, providing real-world examples and assessing the strengths of each.",A4-5,"B2C e-commerce (e.g., KeellsSuper.com) involves retailing to individual shoppers and focuses on convenience. B2B (e.g., HP B2B portals) covers business transactions with larger order values. C2C (e.g., ikman.lk) enables peer-to-peer transactions. The answer lacks evaluation of strengths, limitations, or market dynamics of each model.","B2C e - ecommerce (e. g. , KeellsSuper. com) involves retailing to individule shoppers and focuses on convinience. B2B (e. a. , HP B2B portals) covers transactions business with larger order values. C2C (I. g. , ikman. lk) enables peer - ti - peer transactions. they answer lacks evacuation of strengths, limitations or market of dynamics each. model",Medium,Basic understanding with major gaps,2.5,,"• B2C (Business-to-Consumer): Firms sell directly to individual consumers (e.g., Amazon, KeellsSuper.com); strength lies in large market reach, personalisation, and brand loyalty.
• B2B (Business-to-Business): Transactions between firms (e.g., Grainger.com, b2b.hp.com); strength is high transaction values, long-term relationships, and ERP integration.
• C2C (Consumer-to-Consumer): Peer-to-peer transactions facilitated by platforms (e.g., eBay, Airbnb, ikman.lk); strength is network effects — more buyers attract more sellers.
• Comparative Strengths: B2B generates highest value per transaction; B2C offers scale and personalisation; C2C democratises commerce and monetises idle assets.
• Critical Evaluation: Boundaries are blurring — Amazon simultaneously acts as B2C retailer, B2B marketplace enabler, and C2C platform for third-party sellers, reflecting multi-model convergence.",,b2c e - ecommerce e. g. keellssuper. com involves retailing to individule shoppers and focuses on convinience. b2b e. a. hp b2b portals covers transactions business with larger order values. c2c i. g. ikman. lk enables peer - ti - peer transactions. they answer lacks evacuation of strengths limitations or market of dynamics each. model,b2c e-commerce e.g. keellssuper.com involves retailing to individual shoppers and focuses on convenience. b2b e.g. hp b2b portals covers business transactions with larger order values. c2c e.g. ikman.lk enables peer-to-peer transactions. the answer lacks evaluation of strengths limitations or market dynamics of each model.,evaluate the differences between b2c b2b and c2c e-commerce models providing real-world examples and assessing the strengths of each.
43,Q4,E-commerce,"Evaluate the differences between B2C, B2B, and C2C e-commerce models, providing real-world examples and assessing the strengths of each.",A4-6,"B2C focuses on direct retail to consumers, emphasising user experience and convenience. B2B serves complex procurement needs of businesses, often involving higher transaction values and longer sales cycles. C2C platforms (eBay, Airbnb) empower consumers as both buyers and sellers, leveraging trust mechanisms like ratings. Each model has distinct revenue and operational strategies, though the evaluation of their respective strengths is limited.","B2C focuses on direct - tou - consumer retail, with an enphasis os user expenience and convenience. addresses B2B the complex sourcing needs of businesses, often involving higher transaction values ​ ​ anda longer sales cycles. C2C plataforms (eBay, Airbnb) alow consumers to become both buyers and sellers, trust leveraging such mechanisms as reviews. Each model has distinct revenue and operational strategies, although evaluation of thair respective strenths is limited.",Medium,Moderate understanding with some clarity,3,,"• B2C (Business-to-Consumer): Firms sell directly to individual consumers (e.g., Amazon, KeellsSuper.com); strength lies in large market reach, personalisation, and brand loyalty.
• B2B (Business-to-Business): Transactions between firms (e.g., Grainger.com, b2b.hp.com); strength is high transaction values, long-term relationships, and ERP integration.
• C2C (Consumer-to-Consumer): Peer-to-peer transactions facilitated by platforms (e.g., eBay, Airbnb, ikman.lk); strength is network effects — more buyers attract more sellers.
• Comparative Strengths: B2B generates highest value per transaction; B2C offers scale and personalisation; C2C democratises commerce and monetises idle assets.
• Critical Evaluation: Boundaries are blurring — Amazon simultaneously acts as B2C retailer, B2B marketplace enabler, and C2C platform for third-party sellers, reflecting multi-model convergence.",,b2c focuses on direct - tou - consumer retail with an enphasis os user expenience and convenience. addresses b2b the complex sourcing needs of businesses often involving higher transaction values anda longer sales cycles. c2c plataforms ebay airbnb alow consumers to become both buyers and sellers trust leveraging such mechanisms as reviews. each model has distinct revenue and operational strategies although evaluation of thair respective strenths is limited.,b2c focuses on direct retail to consumers emphasising user experience and convenience. b2b serves complex procurement needs of businesses often involving higher transaction values and longer sales cycles. c2c platforms ebay airbnb empower consumers as both buyers and sellers leveraging trust mechanisms like ratings. each model has distinct revenue and operational strategies though the evaluation of their respective strengths is limited.,evaluate the differences between b2c b2b and c2c e-commerce models providing real-world examples and assessing the strengths of each.
44,Q4,E-commerce,"Evaluate the differences between B2C, B2B, and C2C e-commerce models, providing real-world examples and assessing the strengths of each.",A4-7,"B2C focuses on direct retail to consumers, emphasising user experience and convenience. B2B serves complex procurement needs of businesses, often involving higher transaction values and longer sales cycles. C2C platforms (eBay, Airbnb) empower consumers as both buyers and sellers, leveraging trust mechanisms like ratings. Each model has distinct revenue and operational strategies, though the evaluation of their respective strengths is limited.","B2C focuses on direct retail to consumers, emphasising user experice and conveniece. B2B service coplex procurement needs of businesses, often higher involving transaction values and longer sales cycles. C2C platforms (eBay, Airbnb) empower sa consumers both buyers and sellers, leveraging turst mechanisms like ratings. Each model has distinct revenue and operational strategys, though evaluation the jf their respective strengths is limited.",Medium,Moderate understanding with some clarity,3.5,,"• B2C (Business-to-Consumer): Firms sell directly to individual consumers (e.g., Amazon, KeellsSuper.com); strength lies in large market reach, personalisation, and brand loyalty.
• B2B (Business-to-Business): Transactions between firms (e.g., Grainger.com, b2b.hp.com); strength is high transaction values, long-term relationships, and ERP integration.
• C2C (Consumer-to-Consumer): Peer-to-peer transactions facilitated by platforms (e.g., eBay, Airbnb, ikman.lk); strength is network effects — more buyers attract more sellers.
• Comparative Strengths: B2B generates highest value per transaction; B2C offers scale and personalisation; C2C democratises commerce and monetises idle assets.
• Critical Evaluation: Boundaries are blurring — Amazon simultaneously acts as B2C retailer, B2B marketplace enabler, and C2C platform for third-party sellers, reflecting multi-model convergence.",,b2c focuses on direct retail to consumers emphasising user experice and conveniece. b2b service coplex procurement needs of businesses often higher involving transaction values and longer sales cycles. c2c platforms ebay airbnb empower sa consumers both buyers and sellers leveraging turst mechanisms like ratings. each model has distinct revenue and operational strategys though evaluation the jf their respective strengths is limited.,b2c focuses on direct retail to consumers emphasising user experience and convenience. b2b serves complex procurement needs of businesses often involving higher transaction values and longer sales cycles. c2c platforms ebay airbnb empower consumers as both buyers and sellers leveraging trust mechanisms like ratings. each model has distinct revenue and operational strategies though the evaluation of their respective strengths is limited.,evaluate the differences between b2c b2b and c2c e-commerce models providing real-world examples and assessing the strengths of each.
